"link_vacancy","vacancy_name","skills","create_time","salary","company","work_exp"
"https://spb.hh.ru/vacancy/46197611?from=vacancy_search_list&query=Python","Programming teacher (Roblox)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46163474?from=vacancy_search_list&query=Python","Golang Team Lead в команду облачного хранилища (Storage)","['Golang', 'Teamleading', 'Ceph', 'OpenStack', 'PostgreSQL', 'Python', 'RabbitMQ']","23 августа 2021","з/п не указана","Selectel","3–6 лет"
"https://spb.hh.ru/vacancy/45799299?from=vacancy_search_list&query=Python","Инженер-разработчик проекта Навигатор Старлайн / Программист","['JavaScript', 'PHP', 'Python', 'Git', 'Linux']","23 августа 2021","от 90 000 до 120 000 руб.","СтарЛайн, Научно-производственное объединение","1–3 года"
"https://spb.hh.ru/vacancy/43569039?from=vacancy_search_list&query=Python","Linux DevOps Engineer (Email+)","['Python', 'Git', 'Linux', 'Atlassian Jira', 'Shell Scripting', 'Kubernetes']","23 августа 2021","з/п не указана","Intermedia","1–3 года"
"https://spb.hh.ru/vacancy/47005616?from=vacancy_search_list&query=Python","System Administrator (Linux)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47301175?from=vacancy_search_list&query=Python","Архитектор DWH","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44497624?from=vacancy_search_list&query=Python","Junior System Administrator (Linux)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46476018?from=vacancy_search_list&query=Python","Infrastructure/DevOps engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42936389?from=vacancy_search_list&query=Python","Security Support Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/32126408?from=vacancy_search_list&query=Python","Системный программист С/С++ (разработка ОС Аврора)","['Linux', 'QtWebEngine', 'C/C++', 'Sailfish OS', 'Open Source', 'C++', 'Qt', 'Bash', 'Python']","23 августа 2021","з/п не указана","Открытая мобильная платформа","1–3 года"
"https://spb.hh.ru/vacancy/47302693?from=vacancy_search_list&query=Python","Специалист по технической защите информации (группа мониторинга информационной безопасности)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45276935?from=vacancy_search_list&query=Python","Fullstack Developer","['Python', 'React', 'JavaScript']","23 августа 2021","з/п не указана","Ready for Sky","1–3 года"
"https://spb.hh.ru/vacancy/46862943?from=vacancy_search_list&query=Python","Manual QA Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47252038?from=vacancy_search_list&query=Python","Python Team Lead","['Python', 'Linux', 'SQLAlchemy', 'Ориентация на результат', 'Управление временем']","20 августа 2021","з/п не указана","БАРС Груп","3–6 лет"
"https://spb.hh.ru/vacancy/40902680?from=vacancy_search_list&query=Python","BE developer/engineer","['Git', 'Java', 'Atlassian Jira', 'Python']","21 августа 2021","з/п не указана","Иннотех, Группа компаний","3–6 лет"
"https://spb.hh.ru/vacancy/46458080?from=vacancy_search_list&query=Python","Azure Senior Data Specialist","['Английский\xa0— B2 — Средне-продвинутый', 'SQL', 'Java', 'MS SQL Server', 'MS Access', 'C#', 'Cognos', 'MS Excel', 'Apache Hive', 'ORACLE', 'Power BI', 'Powermap', 'Power Pivot', 'Query', 'Tableau', 'SSRS', 'JavaScript', 'mdx', 'Python']","21 августа 2021","з/п не указана","Атос АйТи Солюшенс энд Сервисез","3–6 лет"
"https://spb.hh.ru/vacancy/47252099?from=vacancy_search_list&query=Python","Junior Data analyst / Data scientist","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45600881?from=vacancy_search_list&query=Python","Senior Data Engineer/Data Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/38645996?from=vacancy_search_list&query=Python","Разработчик Qlik Sense (Middle, Team Lead)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42612869?from=vacancy_search_list&query=Python","Разработчик Qlik (Senior Developer, Data Architect)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47061631?from=vacancy_search_list&query=Python","Linux DevOps Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47262815?from=vacancy_search_list&query=Python","Преподаватель Arduino и 3D моделированию","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43470252?from=vacancy_search_list&query=Python","Разработчик Qlik Sense (Junior BI Developer)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45662328?from=vacancy_search_list&query=Python","Разработчик систем бизнес-аналитики","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45849382?from=vacancy_search_list&query=Python","Software Developer (развитие в Application Security)","['Английский\xa0— B2 — Средне-продвинутый', 'Java', 'Git', 'JavaScript', 'Python', 'Английский язык']","22 августа 2021","з/п не указана","Luxoft","1–3 года"
"https://spb.hh.ru/vacancy/46487808?from=vacancy_search_list&query=Python","Стажер в отдел администрирования сервисов","['Linux', 'Nginx', 'Bash', 'Python', 'Администрирование серверов Linux']","22 августа 2021","з/п не указана","Selectel","не требуется"
"https://spb.hh.ru/vacancy/40686577?from=vacancy_search_list&query=Python","Научный руководитель","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47294179?from=vacancy_search_list&query=Python","Project Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42629378?from=vacancy_search_list&query=Python","Quantitative Researcher","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42084779?from=vacancy_search_list&query=Python","Старший разработчик ETL/BI","['Oracle Pl/SQL', 'Python', 'SQL', 'SAP BI', 'Английский язык', 'Oracle BI', 'ETL', 'Oracle 12g', 'JS']","19 августа 2021","з/п не указана","МегаФон, IT","1–3 года"
"https://spb.hh.ru/vacancy/47206447?from=vacancy_search_list&query=Python","ML Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47246649?from=vacancy_search_list&query=Python","Product manager","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45588879?from=vacancy_search_list&query=Python","Разработчик Front-end (JavaScript)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47196279?from=vacancy_search_list&query=Python","Ведущий программист (Python / VueJS)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47235160?from=vacancy_search_list&query=Python","Team lead","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47204949?from=vacancy_search_list&query=Python","Data Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43456085?from=vacancy_search_list&query=Python","Инженер группы Support","[]","20 августа 2021","от 60 000 до 70 000 руб.","СОЛВО","1–3 года"
"https://spb.hh.ru/vacancy/47238321?from=vacancy_search_list&query=Python","Backend-разработчик PHP (Laravel / Symfony / Yii2)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47242073?from=vacancy_search_list&query=Python","Специалист ОТК / Сетевой инженер","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45863832?from=vacancy_search_list&query=Python","Ведущий инженер по информационной безопасности","['Linux', 'Информационная безопасность', 'Python', 'Bash']","20 августа 2021","з/п не указана","БИОКАД, биотехнологическая компания","3–6 лет"
"https://spb.hh.ru/vacancy/47251221?from=vacancy_search_list&query=Python","Sales Analyst","['Английский\xa0— B2 — Средне-продвинутый', 'Project management', 'Leadership Skills', 'MS SQL Server', 'PowerBI', 'MS Excel']","20 августа 2021","з/п не указана","JTI","1–3 года"
"https://spb.hh.ru/vacancy/47230098?from=vacancy_search_list&query=Python","QA инженер","['Java', 'Функциональное тестирование', 'ORACLE', 'SQL', 'регрессионное тестирование', 'Oracle Pl/SQL', 'Тестирование']","20 августа 2021","з/п не указана","OpenWay Group","1–3 года"
"https://spb.hh.ru/vacancy/46119315?from=vacancy_search_list&query=Python","Специалист по машинному обучению (ML engineer)","['Python', 'Linux', 'Статистика', 'PyTorch', 'Scikit-learn']","19 августа 2021","з/п не указана","Специальный Технологический Центр","1–3 года"
"https://spb.hh.ru/vacancy/45917206?from=vacancy_search_list&query=Python","Инженер по испытанию и тестированию оборудования","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46911421?from=vacancy_search_list&query=Python","Configuration Manager / DevOps Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47236154?from=vacancy_search_list&query=Python","Специалист отдела конкурентного ценообразования","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47203716?from=vacancy_search_list&query=Python","Middle System Developer (C/C++)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43858174?from=vacancy_search_list&query=Python","Senior QA Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43852997?from=vacancy_search_list&query=Python","Data Scientist, Поиск / Товарные рекомендации","['Python', 'pytorch', 'hadoop', 'data science', 'Разработка поисковых технологий', 'IT']","18 августа 2021","з/п не указана","Ozon Информационные технологии","3–6 лет"
"https://spb.hh.ru/vacancy/41465880?from=vacancy_search_list&query=Python","Team Lead DevOps Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47236939?from=vacancy_search_list&query=Python","Главный аудитор","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42513429?from=vacancy_search_list&query=Python","Python Senior Developer","['Английский\xa0— B1 — Средний', 'Python', 'Django Framework', 'JavaScript', 'SQL', 'Git', 'HTML5']","18 августа 2021","з/п не указана","Itransition","3–6 лет"
"https://spb.hh.ru/vacancy/46694760?from=vacancy_search_list&query=Python","Инженер сопровождения (CI/CD)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47196548?from=vacancy_search_list&query=Python","Разработчик мониторинга IT-платформ","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47187366?from=vacancy_search_list&query=Python","Data Scientist JD","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45675890?from=vacancy_search_list&query=Python","QA Engineer (manual, mobiles)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46409651?from=vacancy_search_list&query=Python","NetDevOps Engineer","['Английский\xa0— B2 — Средне-продвинутый', 'Linux', 'Python', 'Networking', 'Английский язык', 'Unix']","19 августа 2021","з/п не указана","Netcracker Technology Corp.","3–6 лет"
"https://spb.hh.ru/vacancy/41146403?from=vacancy_search_list&query=Python","Техник по ремонту и обслуживанию оборудования","['Ремонт ПК', 'Ремонтные работы', 'Управление производством', 'Схемотехника электронного оборудования', 'Техническое обслуживание']","20 августа 2021","от 45 000 до 55 000 руб.","СтарЛайн, Научно-производственное объединение","1–3 года"
"https://spb.hh.ru/vacancy/47185848?from=vacancy_search_list&query=Python","Data Science Specialist","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47232789?from=vacancy_search_list&query=Python","Senior Project Manager (AI LMS development)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44868124?from=vacancy_search_list&query=Python","Младший инженер / Junior QA Automation Engineer (Powershell, Python)","['Английский\xa0— B1 — Средний', 'VMware', 'PowerShell', 'Python', 'SQL', 'Bash', 'Pester', 'TFS', 'Jenkins', 'GitLab']","17 августа 2021","от 70 000 до 110 000 руб.","Veeam Software","1–3 года"
"https://spb.hh.ru/vacancy/44751810?from=vacancy_search_list&query=Python","Software Engineer (JVM Runtime)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47213296?from=vacancy_search_list&query=Python","Ведущий инженер-конструктор малых БЛА","['Python', 'Linux', 'STM32', 'Разработка пультов управления', 'микро-БЛА', 'Java', 'Assembler']","19 августа 2021","з/п не указана","Группа Кронштадт","1–3 года"
"https://spb.hh.ru/vacancy/46600831?from=vacancy_search_list&query=Python","Middle QA-инженер в Android","['Python', 'Android', 'Регресионное тестирование', 'Функциональное тестирование', 'Atlassian Jira', 'Тестирование', 'Ручное тестирование', 'Работа в команде']","18 августа 2021","з/п не указана","2ГИС","3–6 лет"
"https://spb.hh.ru/vacancy/47195572?from=vacancy_search_list&query=Python","Product Manager (Educational Products)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46557316?from=vacancy_search_list&query=Python","Системный администратор Unix (проект Big Data)","['Linux', 'Bash', 'CentOS', 'Debian', 'Администрирование серверов Linux', 'Hadoop']","18 августа 2021","з/п не указана","МАГНИТ, Розничная сеть","3–6 лет"
"https://spb.hh.ru/vacancy/44279837?from=vacancy_search_list&query=Python","Инженер-программист (Verilog)","['Verilog', 'ПЛИС']","18 августа 2021","от 90 000 руб.","Специальный Технологический Центр","3–6 лет"
"https://spb.hh.ru/vacancy/46353246?from=vacancy_search_list&query=Python","Python Full Stack Developer","['Python', 'aiohttp', 'REST API', 'JavaScript']","17 августа 2021","з/п не указана","Playrix","1–3 года"
"https://spb.hh.ru/vacancy/47165338?from=vacancy_search_list&query=Python","Intern QA Performance (Security releases)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47186287?from=vacancy_search_list&query=Python","Java Developer (Frozen Team)","['Docker', 'Git', 'Kubernetes', 'Spring Framework', 'Java']","18 августа 2021","от 240 000 руб.","Semrush","3–6 лет"
"https://spb.hh.ru/vacancy/47282155?from=vacancy_search_list&query=Python","Data Engineer (Warehouse Team)","['Английский\xa0— B2 — Средне-продвинутый', 'PostgreSQL', 'Python', 'Английский язык', 'SQL', 'ORACLE', 'ETL', 'Vertica', 'BigQuery', 'English']","23 августа 2021","от 3 500 EUR","Exness","1–3 года"
"https://spb.hh.ru/vacancy/43835088?from=vacancy_search_list&query=Python","QA Automation Engineer Python( backend)","['Atlassian Jira', 'Linux', 'TCP/IP', 'Тестирование пользовательского интерфейса', 'Windows 7']","17 августа 2021","от 150 000 до 250 000 руб.","KINDDA","3–6 лет"
"https://spb.hh.ru/vacancy/46372901?from=vacancy_search_list&query=Python","Старший Инженер по эксплуатации пакетной сети","['Python', 'Мобильность', 'пакетные сети', 'IP', 'MPLS', 'транспортная сеть', 'IP/MPLS']","19 августа 2021","з/п не указана","МегаФон, Инженерные","не требуется"
"https://spb.hh.ru/vacancy/47143483?from=vacancy_search_list&query=Python","Преподаватель по курсу программирования на Python","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46100058?from=vacancy_search_list&query=Python","Тестировщик ПО","['Linux', 'Bash', 'Windows 7', 'Администрирование', 'Windows Os']","18 августа 2021","от 60 000 руб.","Специальный Технологический Центр","1–3 года"
"https://spb.hh.ru/vacancy/47219888?from=vacancy_search_list&query=Python","BIM специалист/BIM архитектор","[]","19 августа 2021","з/п не указана","Bonava","1–3 года"
"https://spb.hh.ru/vacancy/47140232?from=vacancy_search_list&query=Python","QA (нагрузочное тестирование)","[]","17 августа 2021","з/п не указана","Сбер для экспертов","не требуется"
"https://spb.hh.ru/vacancy/47102300?from=vacancy_search_list&query=Python","Разработчик (Data Scientist)","['Python', 'ML', 'Pandas', 'CRM']","16 августа 2021","з/п не указана","Северсталь. IT & Digital","3–6 лет"
"https://spb.hh.ru/vacancy/47134647?from=vacancy_search_list&query=Python","Инженер по тестированию / QA инженер","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/41083710?from=vacancy_search_list&query=Python","DevOps инженер [id86702]","['Unix Shell Scripts', 'Python', 'Docker', 'Kubernetes', 'CI/CD', 'GitLab', 'Linux', 'Jenkins', 'Ansible']","17 августа 2021","з/п не указана","ПАО «Газпром нефть»","3–6 лет"
"https://spb.hh.ru/vacancy/47168202?from=vacancy_search_list&query=Python","Team Lead (Telco) remote","['C++', 'Python', 'Linux', 'Docker']","18 августа 2021","з/п не указана","DINS","более 6 лет"
"https://spb.hh.ru/vacancy/47168124?from=vacancy_search_list&query=Python","Team Lead (CoreNG)","['Python', 'Agile Project Management', 'Linux', 'Git', 'C++', 'Rust', 'Haskell']","18 августа 2021","з/п не указана","DINS","более 6 лет"
"https://spb.hh.ru/vacancy/47150783?from=vacancy_search_list&query=Python","Преподаватель по компьютерным технологиям в области программирования и робототехники","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47106821?from=vacancy_search_list&query=Python","Ведущий Data Scientist","['Python', 'PostgreSQL', 'Анализ данных', 'C++', 'NLP', 'Machine learning']","16 августа 2021","з/п не указана","Тензор","1–3 года"
"https://spb.hh.ru/vacancy/46357473?from=vacancy_search_list&query=Python","RTL designer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46520188?from=vacancy_search_list&query=Python","Аналитик данных","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47150426?from=vacancy_search_list&query=Python","Senior Software Engineer (Linux, Kubernetes )","['Английский\xa0— B2 — Средне-продвинутый']","17 августа 2021","з/п не указана","ZiMAD","3–6 лет"
"https://spb.hh.ru/vacancy/47150420?from=vacancy_search_list&query=Python","Senior Software Engineer","['Английский\xa0— B2 — Средне-продвинутый']","17 августа 2021","з/п не указана","ZiMAD","3–6 лет"
"https://spb.hh.ru/vacancy/46833399?from=vacancy_search_list&query=Python","Senior Data Engineer","['Python', 'SQL', 'REST API', 'Flask', 'AioHTTP']","17 августа 2021","з/п не указана","Playrix","3–6 лет"
"https://spb.hh.ru/vacancy/46120805?from=vacancy_search_list&query=Python","DevOps/SRE (IT Platform)","['Linux', 'Python', 'Docker', 'Terraform', 'Bash', 'Mac Os', 'Golang', 'PostgreSQL', 'СУБД']","17 августа 2021","з/п не указана","Playrix","3–6 лет"
"https://spb.hh.ru/vacancy/47142238?from=vacancy_search_list&query=Python","Разработчик DWH/BI","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47146733?from=vacancy_search_list&query=Python","DevOps-инженер","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47133301?from=vacancy_search_list&query=Python","Специалист SRE","['Python', 'Bash', 'Linux', 'PowerShell']","17 августа 2021","з/п не указана","СБЕРКОРУС","1–3 года"
"https://spb.hh.ru/vacancy/44553923?from=vacancy_search_list&query=Python","QA Automation Engineer (GCI)","['Java', 'Python', 'Linux', 'QA']","16 августа 2021","з/п не указана","DINS","1–3 года"
"https://spb.hh.ru/vacancy/46348592?from=vacancy_search_list&query=Python","Senior System Administrator","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47146718?from=vacancy_search_list&query=Python","Unix Administrator","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47090740?from=vacancy_search_list&query=Python","Аналитик данных/Data anlyst","['Python', 'Power BI', 'Анализ данных', 'SQL', 'MS PowerPoint']","16 августа 2021","з/п не указана","ПАО «Газпром нефть»","1–3 года"
"https://spb.hh.ru/vacancy/47126586?from=vacancy_search_list&query=Python","Инженер-программист интерфейса оператора (ЧМИ/ SCADA)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45725778?from=vacancy_search_list&query=Python","Data Scientist at Recommender System (remote/relocate)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47178600?from=vacancy_search_list&query=Python","Head of Marketing (Директор по маркетингу)","['Английский\xa0— C1 — Продвинутый']","18 августа 2021","з/п не указана","Social Quantum","3–6 лет"
"https://spb.hh.ru/vacancy/47134112?from=vacancy_search_list&query=Python","Dev & Verification Intern (Debugger for ARC processors)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46517486?from=vacancy_search_list&query=Python","Инженер по автоматизации тестирования, Платформа","['Git', 'Python', 'SQL', 'Linux', 'Bash', 'разработка платформы']","16 августа 2021","з/п не указана","Ozon Информационные технологии","1–3 года"
"https://spb.hh.ru/vacancy/46726499?from=vacancy_search_list&query=Python","Senior Fullstack Developer","['Python', 'JavaScript', 'React', 'Django', 'SQL']","17 августа 2021","з/п не указана","Playrix","3–6 лет"
"https://spb.hh.ru/vacancy/46060479?from=vacancy_search_list&query=Python","Coding (Python, Scratch, Web design) Tutor/Teacher for children at Kodland","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47113483?from=vacancy_search_list&query=Python","Финансовый аналитик-стажер (Financial Analyst Intern)","['Python', 'SQL', 'Математическая статистика']","17 августа 2021","з/п не указана","Яндекс.Практикум","не требуется"
"https://spb.hh.ru/vacancy/47113314?from=vacancy_search_list&query=Python","DevOps инженер","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47083014?from=vacancy_search_list&query=Python","Аналитик данных (DS/DE)","[]","16 августа 2021","з/п не указана","Сбер для экспертов","не требуется"
"https://spb.hh.ru/vacancy/47140591?from=vacancy_search_list&query=Python","Инженер по автоматизации (CI/CD)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47107681?from=vacancy_search_list&query=Python","GPU Profiler Engineer (Remote Russia)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/41591078?from=vacancy_search_list&query=Python","Android Developer","['Android', 'Kotlin', 'RxJava2']","16 августа 2021","з/п не указана","Quadcode","3–6 лет"
"https://spb.hh.ru/vacancy/45717421?from=vacancy_search_list&query=Python","Frontend-разработчик","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46391032?from=vacancy_search_list&query=Python","Senior Java разработчик","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45528444?from=vacancy_search_list&query=Python","Senior DevOps (remote)","['Английский\xa0— B1 — Средний', 'Английский язык', 'Docker', 'AWS', 'Grafana', 'Блокчейн']","16 августа 2021","з/п не указана","Nitka Technologies","3–6 лет"
"https://spb.hh.ru/vacancy/46337688?from=vacancy_search_list&query=Python","Старший разработчик Java, Поиск / Поисковой рантайм","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47135056?from=vacancy_search_list&query=Python","Account Manager","['Английский язык', 'SQL', 'Грамотная речь', 'Деловая коммуникация', 'Работа с большим объемом информации', 'Внутренние коммуникации', 'Управление проектами', 'Ведение переговоров']","17 августа 2021","з/п не указана","Valiotti Analytics","1–3 года"
"https://spb.hh.ru/vacancy/47081313?from=vacancy_search_list&query=Python","Аналитик (Менеджер по проектной и аналитической работе)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46714529?from=vacancy_search_list&query=Python","PHP Developer","['PHP', 'MySQL', 'Redis', 'MongoDB', 'Go']","16 августа 2021","от 200 000 руб.","Hype Auditor","3–6 лет"
"https://spb.hh.ru/vacancy/43687966?from=vacancy_search_list&query=Python","Product Analyst (mobile)","[]","16 августа 2021","з/п не указана","ТАКСТЕЛЕКОМ","3–6 лет"
"https://spb.hh.ru/vacancy/46346326?from=vacancy_search_list&query=Python","Secure systems Administrator","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47145625?from=vacancy_search_list&query=Python","Главный специалист [id238FW!1]","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44190099?from=vacancy_search_list&query=Python","Data Engineer","['Python', 'Linux', 'SQL', 'PostgreSQL', 'Bash']","24 августа 2021","от 150 000 руб.","Aventus Group (ООО «МКК КапиталЪ-НТ»)","1–3 года"
"https://spb.hh.ru/vacancy/47081412?from=vacancy_search_list&query=Python","Системный администратор Linux","['Bash', 'Linux', 'Python', 'Nginx', 'Debian']","16 августа 2021","до 75 000 руб.","Интернет-Хостинг Центр","1–3 года"
"https://spb.hh.ru/vacancy/47081723?from=vacancy_search_list&query=Python","Senior Programmer, Game (C++) (Ведущий программист C++)","['C++', 'ООП', 'Game Programming']","16 августа 2021","з/п не указана","Playrix","3–6 лет"
"https://spb.hh.ru/vacancy/47139804?from=vacancy_search_list&query=Python","Руководитель группы SRE","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46750731?from=vacancy_search_list&query=Python","Аналитик данных / Data scientist","['Python', 'Data Mining', 'SQL', 'Маркетинговые исследования', 'Маркетинговый анализ']","30 августа 2021","з/п не указана","Мотифай","1–3 года"
"https://spb.hh.ru/vacancy/47009318?from=vacancy_search_list&query=Python","Стажёр - разработчик Fiori","['Английский язык', 'SQL', 'SAP', 'MS SQL', 'JavaScript', 'UI5', 'Fiori', 'HTML', 'CSS']","12 августа 2021","от 40 000 до 55 000 руб.","TeamIdea (ООО ТИМИДЕЯ ГРУПП)","не требуется"
"https://spb.hh.ru/vacancy/39278686?from=vacancy_search_list&query=Python","DevOps","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46844093?from=vacancy_search_list&query=Python","Специалист по обработке данных","['Обучение и развитие', 'Python', 'Деловая переписка', 'Деловое общение']","13 августа 2021","от 45 000 руб.","Агентство судебного взыскания","Лесная"
"https://spb.hh.ru/vacancy/47047161?from=vacancy_search_list&query=Python","Senior Software Developer (CLion: Debuggers Support)","['Java', 'C++', 'GDB', 'LLDB', 'Swing']","13 августа 2021","от 220 000 руб.","JetBrains","3–6 лет"
"https://spb.hh.ru/vacancy/46231477?from=vacancy_search_list&query=Python","Automation Infrastructure Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47038820?from=vacancy_search_list&query=Python","С++ Game Developer (Программист C++)","['C++', 'ООП', 'Game Programming']","13 августа 2021","з/п не указана","Playrix","3–6 лет"
"https://spb.hh.ru/vacancy/47059893?from=vacancy_search_list&query=Python","Senior Compiler Developer","['Английский\xa0— B2 — Средне-продвинутый', 'Python', 'Linux', 'C++', 'Английский язык', 'C/C++', 'Compiler', 'Embedded systems']","13 августа 2021","з/п не указана","Synopsys","Петроградская"
"https://spb.hh.ru/vacancy/47047243?from=vacancy_search_list&query=Python","Full-Stack Developer (Market Research & Analytics)","['Английский\xa0— B2 — Средне-продвинутый', 'Java', 'kotlin', 'JavaScript', 'HTML']","13 августа 2021","з/п не указана","JetBrains","3–6 лет"
"https://spb.hh.ru/vacancy/42306434?from=vacancy_search_list&query=Python","Ведущий DevOps-инженер","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42720342?from=vacancy_search_list&query=Python","Ведущий инженер-программист ПЛИС","['Английский\xa0— B2 — Средне-продвинутый', 'Английский язык', 'ЦОС', 'DSP', 'ПЛИС', 'FPGA', 'VHDL']","13 августа 2021","з/п не указана","НИИ Вектор","3–6 лет"
"https://spb.hh.ru/vacancy/47047217?from=vacancy_search_list&query=Python","UX-исследователь (юзабилити-тестирование), Market Research & Analytics","['Английский\xa0— C1 — Продвинутый', 'Python', 'Маркетинговые исследования', 'Маркетинговый анализ']","13 августа 2021","з/п не указана","JetBrains","3–6 лет"
"https://spb.hh.ru/vacancy/47050382?from=vacancy_search_list&query=Python","Ведущий системный администратор/Linux","['Английский\xa0— A2 — Элементарный', 'Linux', 'Nginx', 'Администрирование серверов Linux', 'Python', 'Zabbix']","13 августа 2021","з/п не указана","Эдутех","1–3 года"
"https://spb.hh.ru/vacancy/42100317?from=vacancy_search_list&query=Python","QA Engineer (mobile)","['Тестирование', 'Тестирование пользовательского интерфейса', 'QA']","13 августа 2021","з/п не указана","Hi, Rockits!","1–3 года"
"https://spb.hh.ru/vacancy/47050789?from=vacancy_search_list&query=Python","Инженер по тестированию межсетевых экранов","['Linux', 'TCP/IP', 'VPN', 'межсетевые экраны', 'Bash']","13 августа 2021","з/п не указана","Нума Технологии","1–3 года"
"https://spb.hh.ru/vacancy/47031027?from=vacancy_search_list&query=Python","QA Engineer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44778866?from=vacancy_search_list&query=Python","Python developer with AWS expertise","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47009356?from=vacancy_search_list&query=Python","Аудитор информационной безопасности / Pentester (Middle)","['Information Security', 'Аудит безопасности']","12 августа 2021","до 3 000 USD","Центр анализа и расследования кибер атак","3–6 лет"
"https://spb.hh.ru/vacancy/46030717?from=vacancy_search_list&query=Python","Продуктовый аналитик","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47012597?from=vacancy_search_list&query=Python","Analyst Payments Funnel Visibility","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46299210?from=vacancy_search_list&query=Python","Big Data Engineer","['SCALA', 'Big Data', 'SQL', 'СУБД', 'Аналитическое мышление', 'Английский язык']","11 августа 2021","з/п не указана","Accenture","1–3 года"
"https://spb.hh.ru/vacancy/46967846?from=vacancy_search_list&query=Python","Full Stack Developer (JS/Python)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46234547?from=vacancy_search_list&query=Python","Старший специалист по производительности / SRE","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46977397?from=vacancy_search_list&query=Python","Middle Data engineer","[]","[]","","[]",""
