"link_vacancy","vacancy_name","skills","create_time","salary","company","work_exp"
"https://spb.hh.ru/vacancy/46277164?from=vacancy_search_list&query=Python","Principal Software Engineer, Virtual Storage Appliance team","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/40727768?from=vacancy_search_list&query=Python","Senior backend разработчик/Teamlead","['C#', '.NET Framework', 'Git']","30 августа 2021","з/п не указана","ЦИФРА","3–6 лет"
"https://spb.hh.ru/vacancy/36879950?from=vacancy_search_list&query=Python","IOS разработчик","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47000634?from=vacancy_search_list&query=Python","Senior С++ Gameplay Programmer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42797306?from=vacancy_search_list&query=Python","Ведущий инженер-разработчик СУИБ","[]","30 августа 2021","з/п не указана","ГАЗИНФОРМСЕРВИС","3–6 лет"
"https://spb.hh.ru/vacancy/47287392?from=vacancy_search_list&query=Python","Frontend-разработчик (React, Angular, Mithril)","['HTML5', 'Node.js', 'CSS', 'Git', 'JavaScript', 'SPA', 'React', 'Mithril']","29 августа 2021","от 120 000 до 160 000 руб.","Эрвиай Групп","3–6 лет"
"https://spb.hh.ru/vacancy/46538761?from=vacancy_search_list&query=Python","IT Рекрутер (IT компания)","['Управление проектами', 'Ведение переговоров', 'Подбор персонала', 'Управление персоналом']","28 августа 2021","з/п не указана","Loyalty Labs","более 6 лет"
"https://spb.hh.ru/vacancy/46904365?from=vacancy_search_list&query=Python","Robotics Research Engineer (Rapid Prototyping)","['Английский\xa0— B1 — Средний', 'Machine Learning', 'C++']","30 августа 2021","з/п не указана","Arrival. Technology","3–6 лет"
"https://spb.hh.ru/vacancy/47519459?from=vacancy_search_list&query=Python","Ведущий специалист по аналитике","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46411263?from=vacancy_search_list&query=Python","Инженер внедрения и сопровождения (проект ГосТех)","[]","31 августа 2021","з/п не указана","SberTech","не требуется"
"https://spb.hh.ru/vacancy/47499965?from=vacancy_search_list&query=Python","Senior Golang Developer (на Кипр)","['Английский\xa0— A2 — Элементарный', 'PostgreSQL', 'Golang', 'ClickHouse']","30 августа 2021","з/п не указана","Wisebits","3–6 лет"
"https://spb.hh.ru/vacancy/44939259?from=vacancy_search_list&query=Python","Младший Digital Mаркетолог","['Английский\xa0— B1 — Средний', 'Маркетинговый анализ', 'Сбор и анализ информации', 'Аналитические способности', 'MS Excel', 'Digital Marketing', 'Product Marketing', 'SQL', 'Python', 'growth', 'Google Analytics', 'Яндекс.Метрика', 'Google AdWords', 'Яндекс.Директ', 'power bi', 'Tableau', 'trello', 'slack', 'Управление проектами', 'Английский язык', 'Контекстная реклама', 'Интернет-реклама', 'Internet Marketing', 'Навыки презентации']","30 августа 2021","от 50 000 руб.","Гигант","не требуется"
"https://spb.hh.ru/vacancy/47474145?from=vacancy_search_list&query=Python","Game Analyst","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47447263?from=vacancy_search_list&query=Python","Market Researcher","['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Маркетинговые исследования', 'Работа в команде', 'Python', 'Управление проектами', 'Работа с большим объемом информации', 'Анализ данных', 'Аналитические способности', 'Аналитические исследования']","30 августа 2021","з/п не указана","Центр делового развития","1–3 года"
"https://spb.hh.ru/vacancy/47219975?from=vacancy_search_list&query=Python","Senior SRE инженер","[]","30 августа 2021","з/п не указана","SberTech","1–3 года"
"https://spb.hh.ru/vacancy/47495679?from=vacancy_search_list&query=Python","Ведущий инженер-программист","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47462723?from=vacancy_search_list&query=Python","Системный администратор","['Английский\xa0— B1 — Средний', 'Администрирование серверов Windows', 'Администрирование серверов Linux', 'Администрирование сетевого оборудования', 'Настройка серверов', 'Системное администирование', 'Zabbix', 'Настройка ПК']","30 августа 2021","до 70 000 руб.","Супертел","3–6 лет"
"https://spb.hh.ru/vacancy/43734050?from=vacancy_search_list&query=Python","Программист инструментария (gamedev, video)/ Tools programmer","[]","29 августа 2021","з/п не указана","Wargaming St. Petersburg (Lesta Studio)","1–3 года"
"https://spb.hh.ru/vacancy/46948731?from=vacancy_search_list&query=Python","API Architect","['Английский\xa0— C1 — Продвинутый', 'JavaScript', 'Английский язык', 'Node.js', 'Time management', 'JSON API']","28 августа 2021","от 5 500 до 6 500 USD","ОнТаргет ЛАБС","3–6 лет"
"https://spb.hh.ru/vacancy/43728690?from=vacancy_search_list&query=Python","Mobile software developer (iOS)","['Objective-C', 'iOS', 'C++', 'swift', 'OpenGL', 'Android']","30 августа 2021","з/п не указана","Wartsila","3–6 лет"
"https://spb.hh.ru/vacancy/47411857?from=vacancy_search_list&query=Python","Руководитель группы DWH разработки","['SQL', 'Python', 'Hadoop', 'Tableau', 'Linux', 'DWH', 'Базы данных', 'Data Warehouse']","31 августа 2021","з/п не указана","Яндекс","3–6 лет"
"https://spb.hh.ru/vacancy/43734014?from=vacancy_search_list&query=Python","Gameplay Programmer (UE4)","['C++', 'ООП', 'Git', 'SVN', 'Python', 'C#', 'Разработка ПО', 'unreal engine']","29 августа 2021","з/п не указана","Wargaming St. Petersburg (Lesta Studio)","1–3 года"
"https://spb.hh.ru/vacancy/36879964?from=vacancy_search_list&query=Python","Разработчик Android","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47469968?from=vacancy_search_list&query=Python","Software Developer (Secret New IDE)","[]","30 августа 2021","от 250 000 руб.","JetBrains","3–6 лет"
"https://spb.hh.ru/vacancy/46711675?from=vacancy_search_list&query=Python","Руководитель группы продуктовой аналитики","['Python', 'Tableau', 'SQL', 'Анализ данных', 'Статистический анализ', 'Power BI', 'Инфографика']","29 августа 2021","з/п не указана","A Soft","3–6 лет"
"https://spb.hh.ru/vacancy/47443050?from=vacancy_search_list&query=Python","ReactJS Developer (Middle)","['Английский\xa0— A2 — Элементарный', 'JavaScript', 'HTML5', 'CSS3', 'React/Redux']","30 августа 2021","от 1 500 до 3 000 USD","Springdel Technology","1–3 года"
"https://spb.hh.ru/vacancy/46812478?from=vacancy_search_list&query=Python","Маркетинговый аналитик (маркетинговые интеграции)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46525112?from=vacancy_search_list&query=Python","Backend Team Lead","['Английский\xa0— B1 — Средний', 'Teamleading', 'Python', 'Flask', 'asyncio']","30 августа 2021","до 5 000 EUR","AppFollow","3–6 лет"
"https://spb.hh.ru/vacancy/47292114?from=vacancy_search_list&query=Python","Специалист по информационной безопасности","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45564625?from=vacancy_search_list&query=Python","Team Lead of Product Analytics","['A/B тесты', 'SQL', 'Tableau', 'Product Analysis']","30 августа 2021","з/п не указана","Quadcode","3–6 лет"
"https://spb.hh.ru/vacancy/43687800?from=vacancy_search_list&query=Python","Архитектор информационных систем (Аrchitect)","['Kubernetes', 'Системный архитектор', 'Solution architect', 'Python', 'SOAP/REST/JSON']","30 августа 2021","з/п не указана","Триколор","Электросила"
"https://spb.hh.ru/vacancy/46814873?from=vacancy_search_list&query=Python","Team lead Ruby, Ruby on Rails","['Английский\xa0— B2 — Средне-продвинутый', 'Atlassian Jira', 'Scrum', 'Управление временем', 'Расстановка приоритетов', 'Обучение и развитие', 'Умение планировать', 'backend', 'frontend', 'Code Review', 'Ruby', 'Ruby On Rails', 'Python', 'Ajile', 'Мотивация персонала', 'Ориентация на результат', 'Работа в команде', 'Управление командой', 'Анализ данных', 'Стратегическое мышление', 'Agile Project Management']","29 августа 2021","от 300 000 до 350 000 руб.","Wirecapital","3–6 лет"
"https://spb.hh.ru/vacancy/47232835?from=vacancy_search_list&query=Python","Специалист по контекстной рекламе Яндекс Директ и Google Ads (Middle)","['Google Analytics', 'Python', 'Яндекс.Директ', 'Яндекс.Метрика', 'Google AdWords']","29 августа 2021","от 55 000 до 80 000 руб.","АНО Дополнительного Профессионального Образования «Национальный Исследовательский Институт Дополнительного Образования и Профессионального обучения»","1–3 года"
"https://spb.hh.ru/vacancy/45289849?from=vacancy_search_list&query=Python","Continuous Integration (CI) Engineer","['Linux', 'Unix Shell Scripts', 'C++', 'Unix', 'Python']","30 августа 2021","з/п не указана","Нокиа Солюшнз Энд Нетворкс","3–6 лет"
"https://spb.hh.ru/vacancy/46937534?from=vacancy_search_list&query=Python","Специалист по прогнозированию","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47498480?from=vacancy_search_list&query=Python","Product owner for a Swiss AI Startup","['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Product Management', 'SaaS']","30 августа 2021","от 2 000 до 4 000 USD","Assaia International AG","3–6 лет"
"https://spb.hh.ru/vacancy/42584047?from=vacancy_search_list&query=Python","Старший системный администратор (Сопровождение инфраструктуры облака)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47200486?from=vacancy_search_list&query=Python","Ведущий инженер в команду техпресейла решений NCC","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45602515?from=vacancy_search_list&query=Python","Программист 1C","['1С: Предприятие 8', '1С: Документооборот', '1С: Склад', '1С: Управление персоналом', '1С программирование', '1С: Бухгалтерия', 'C#', 'C++', '1С: Зарплата и управление персоналом']","30 августа 2021","от 150 000 руб.","УК Грандо","1–3 года"
"https://spb.hh.ru/vacancy/46077565?from=vacancy_search_list&query=Python","Cloud Architect (Gardener)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47361491?from=vacancy_search_list&query=Python","Маркетолог-аналитик","['Маркетинговые исследования', 'Анализ рынка', 'SWOT анализ', 'b2b исследования', 'B2C исследования']","30 августа 2021","до 90 000 руб.","Максимум, Автомобильный холдинг","1–3 года"
"https://spb.hh.ru/vacancy/45864366?from=vacancy_search_list&query=Python","Security Documentation Specialist","['Git', 'Linux', 'Python', 'Kubernetes', 'Docker', 'Английский язык']","30 августа 2021","з/п не указана","Нокиа Солюшнз Энд Нетворкс","более 6 лет"
"https://spb.hh.ru/vacancy/47364088?from=vacancy_search_list&query=Python","Delivery manager","[]","30 августа 2021","з/п не указана","SberTech","1–3 года"
"https://spb.hh.ru/vacancy/47514214?from=vacancy_search_list&query=Python","Senior Frontend Developer (Vue 2, JavaScript/TypeScript)","['Английский\xa0— B1 — Средний', 'Git', 'JavaScript', 'vue 2', 'TypeScript']","31 августа 2021","от 180 000 руб.","Интерлинк","3–6 лет"
"https://spb.hh.ru/vacancy/46380731?from=vacancy_search_list&query=Python","Маркетинговый аналитик","['Data Mining', 'Data Mining: ACNielsen', 'Data Mining: Business Analytica', 'Data Mining: Comcon', 'Data Mining: Espar', 'WEB аналитика', 'Ad Hoc Analysis', 'MS SQL', 'pandas', 'numpy', 'Call-tracking', 'Google Analytics', 'Яндекс.Метрика', 'Google Tag Manager', 'A/B тесты', 'MVT тесты']","31 августа 2021","от 130 000 руб.","YCLIENTS LLC","3–6 лет"
"https://spb.hh.ru/vacancy/46981918?from=vacancy_search_list&query=Python","Team lead PHP","['JavaScript', 'Git', 'MySQL', 'Redis', 'PHP']","30 августа 2021","з/п не указана","585, Холдинг","1–3 года"
"https://spb.hh.ru/vacancy/46545516?from=vacancy_search_list&query=Python","Системный администратор по поддержке информационных систем проекта","[]","30 августа 2021","от 90 000 до 90 000 руб.","ГК «РОСОХРАНА»","1–3 года"
"https://spb.hh.ru/vacancy/47026255?from=vacancy_search_list&query=Python","Руководитель команды разработчиков (Tech Lead)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42599350?from=vacancy_search_list&query=Python","Системный администратор (Сопровождение инфраструктуры облака)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47063567?from=vacancy_search_list&query=Python","Менеджер по маркетинговым исследованиям","['Анализ поведения пользователей', 'Python', 'SQL', 'Power BI', 'Базы данных', 'Анализ данных', 'A/B тесты']","29 августа 2021","от 100 000 до 120 000 руб.","Broniboy","1–3 года"
"https://spb.hh.ru/vacancy/42389533?from=vacancy_search_list&query=Python","Middle/Senior Python-разработчик в SberDevices (команда Video Shopping)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47449426?from=vacancy_search_list&query=Python","Системный администратор (DevOps)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47442475?from=vacancy_search_list&query=Python","QA Engineer в Edu Skysmart","['Atlassian Jira', 'Test case', 'SQL', 'Функциональное тестирование', 'Atlassian Confluence']","27 августа 2021","от 120 000 руб.","Skyeng","1–3 года"
"https://spb.hh.ru/vacancy/47221592?from=vacancy_search_list&query=Python","Junior IT Recruiter","[]","27 августа 2021","з/п не указана","Skyeng","1–3 года"
"https://spb.hh.ru/vacancy/44284094?from=vacancy_search_list&query=Python","QA Engineer (Automation)","['Python', 'TestRail', 'Postman', 'Atlassian Jira', 'Atlassian Confluence', 'Тестирование', 'Проведение тестирований', 'Pytest']","27 августа 2021","з/п не указана","Devim","1–3 года"
"https://spb.hh.ru/vacancy/46637253?from=vacancy_search_list&query=Python","Разработчик С++ в отдел веб-онтологии","['Python', 'C++']","27 августа 2021","з/п не указана","Яндекс","3–6 лет"
"https://spb.hh.ru/vacancy/46449664?from=vacancy_search_list&query=Python","Product analyst (контентная аналитика)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45769189?from=vacancy_search_list&query=Python","Automation QA Engineer (Python)","['Python', 'SQL', 'Git', 'TFS', 'Scrum', 'QA', 'API', 'Jenkins', 'Selenium IDE']","27 августа 2021","з/п не указана","Prooftechit","1–3 года"
"https://spb.hh.ru/vacancy/46481161?from=vacancy_search_list&query=Python","DevOps Engineer (СберЗвук Бизнес)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46606632?from=vacancy_search_list&query=Python","Программист C/С++","['Python', 'Git', 'Linux', 'C++', 'Работа в команде', 'Doxygen']","27 августа 2021","от 50 000 руб.","Техтранс","Василеостровская"
"https://spb.hh.ru/vacancy/47376872?from=vacancy_search_list&query=Python","DevOps Engineer в команду эксплуатации инфраструктуры","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47443908?from=vacancy_search_list&query=Python","DevOps Engineer (Big Data)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44192763?from=vacancy_search_list&query=Python","Backend разработчик (Core Backend)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47446941?from=vacancy_search_list&query=Python","Big Data Engineer","['ETL', 'Big Data', 'Hadoop', 'Spark', 'HDFS', 'Kafka', 'Python', 'Clickhouse', 'Celery', 'Flink']","27 августа 2021","з/п не указана","Saber Interactive","3–6 лет"
"https://spb.hh.ru/vacancy/45727008?from=vacancy_search_list&query=Python","Big Data Engineer (Yellow Team)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46131817?from=vacancy_search_list&query=Python","Разработчик Python в команду клиентских сервисов","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46632968?from=vacancy_search_list&query=Python","Преподаватель программирования (онлайн)","['Обучение', 'Грамотная речь', 'Преподаватель', 'Python', 'Java', 'C++', 'Любовь к детям', 'Удаленная работа']","27 августа 2021","з/п не указана","Uchi.ru","1–3 года"
"https://spb.hh.ru/vacancy/47002458?from=vacancy_search_list&query=Python","Инженер по автоматизации тестирования (Cybersecurity Intelligence)","['Python', 'Linux', 'Git', 'Информационная безопасность']","27 августа 2021","з/п не указана","Positive Technologies","1–3 года"
"https://spb.hh.ru/vacancy/42614644?from=vacancy_search_list&query=Python","Data Platform Engineer with PostgreSQL Skills, Online Retailer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43726814?from=vacancy_search_list&query=Python","Ведущий инженер-программист С++","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46801923?from=vacancy_search_list&query=Python","DevOps Engineer","[]","27 августа 2021","з/п не указана","Prooftechit","1–3 года"
"https://spb.hh.ru/vacancy/47430976?from=vacancy_search_list&query=Python","DevOps-инженер","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47445269?from=vacancy_search_list&query=Python","Аналитик ИБ SAP [id112882]","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46966685?from=vacancy_search_list&query=Python","Руководитель группы эксплуатации больших данных","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43074791?from=vacancy_search_list&query=Python","Digital-аналитик","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/39347944?from=vacancy_search_list&query=Python","C# Programmer","[]","27 августа 2021","з/п не указана","Saber Interactive","Удельная"
"https://spb.hh.ru/vacancy/39133875?from=vacancy_search_list&query=Python","Senior Go developer","['Golang', 'Linux', 'Go']","27 августа 2021","з/п не указана","TradingView","3–6 лет"
"https://spb.hh.ru/vacancy/47448982?from=vacancy_search_list&query=Python","Effective Development Engineer (С/С++, compiler technologies and program analysis)","['Linux', 'LLVM', 'Clang', 'Clangd', 'Compilers', 'Compiler Frontend', 'static analysis', 'toolchain', 'C/C++', 'Rust']","27 августа 2021","з/п не указана","HUAWEI","3–6 лет"
"https://spb.hh.ru/vacancy/45189343?from=vacancy_search_list&query=Python","Frontend разработчик (Старший разработчик мобильных приложений)","['Python', 'REST', 'Java', 'Android', 'SCALA', 'React']","27 августа 2021","з/п не указана","Газпром межрегионгаз инжиниринг","3–6 лет"
"https://spb.hh.ru/vacancy/47442394?from=vacancy_search_list&query=Python","ETL Developer","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47429756?from=vacancy_search_list&query=Python","Data Analyst","[]","27 августа 2021","з/п не указана","Сбер для экспертов","1–3 года"
"https://spb.hh.ru/vacancy/45719309?from=vacancy_search_list&query=Python","Инженер конфигураций (DevOps)","[]","27 августа 2021","з/п не указана","НИЦ СПб ЭТУ (Научно-инженерный центр Санкт-Петербургского электротехнического университета)","3–6 лет"
"https://spb.hh.ru/vacancy/47413166?from=vacancy_search_list&query=Python","PHP/Python-разработчик в команду SuperAppKit (ВК)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46433990?from=vacancy_search_list&query=Python","Финансовый аналитик (удаленно)","['SQL', 'Python', 'MS SQL', 'MS PowerPoint', 'MS Access']","27 августа 2021","от 150 000 руб.","Доброград","1–3 года"
"https://spb.hh.ru/vacancy/45916975?from=vacancy_search_list&query=Python","React Developer, Financial Software Solutions","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43555482?from=vacancy_search_list&query=Python","Data Management Architect (Azure)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47412221?from=vacancy_search_list&query=Python","Data Scientist","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47428698?from=vacancy_search_list&query=Python","Специалист управления архитектуры ИБ SAP (Эксперт) [id9828]","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/46832125?from=vacancy_search_list&query=Python","Senior Python Engineer (Команда Мугивары)","[]","26 августа 2021","з/п не указана","Haiku Dev","3–6 лет"
"https://spb.hh.ru/vacancy/47416978?from=vacancy_search_list&query=Python","Senior Web Developer Python","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44866430?from=vacancy_search_list&query=Python","IT-рекрутер","['Подбор персонала', 'Организация встреч', 'Организация рабочих мест']","27 августа 2021","з/п не указана","Инситех","1–3 года"
"https://spb.hh.ru/vacancy/47093543?from=vacancy_search_list&query=Python","3D Character Artist","['Autodesk Maya', 'ZBrush', '3D Моделирование', 'Adobe Photoshop']","27 августа 2021","з/п не указана","Saber Interactive","3–6 лет"
"https://spb.hh.ru/vacancy/47399048?from=vacancy_search_list&query=Python","Marketing Business Analyst","['Английский язык', 'Power BI', 'Data Analysis', 'Tableau']","27 августа 2021","з/п не указана","Netwrix Corporation","1–3 года"
"https://spb.hh.ru/vacancy/47444399?from=vacancy_search_list&query=Python","Помощник / Ассистент маркетолога","['Маркетинговое планирование', 'Прогнозирование', 'Бизнес-анализ']","27 августа 2021","от 40 000 до 70 000 руб.","Shturman","не требуется"
"https://spb.hh.ru/vacancy/46832276?from=vacancy_search_list&query=Python","Middle Python Engineer (Команда Хокаге)","[]","26 августа 2021","з/п не указана","Haiku Dev","1–3 года"
"https://spb.hh.ru/vacancy/32033305?from=vacancy_search_list&query=Python","Технический художник / Technical Artist","[]","27 августа 2021","з/п не указана","Saber Interactive","1–3 года"
"https://spb.hh.ru/vacancy/47428813?from=vacancy_search_list&query=Python","Специалист управления архитектуры ИБ SAP (Разработчик) [id9828]","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/44845506?from=vacancy_search_list&query=Python","Senior Java Developer with Kotlin Experience, Delivery System","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/42146400?from=vacancy_search_list&query=Python","DevOps инженер","['Linux', 'Docker', 'Kubernetes', 'Gitlab', 'Bash', 'Python']","26 августа 2021","з/п не указана","Центр финансовых технологий","1–3 года"
"https://spb.hh.ru/vacancy/46981912?from=vacancy_search_list&query=Python","Разработчик инфраструктуры интерфейсов (Node.js)","['JavaScript', 'Python', 'Java', 'Node.js', 'C++', 'TypeScript']","26 августа 2021","з/п не указана","Яндекс","3–6 лет"
"https://spb.hh.ru/vacancy/46622411?from=vacancy_search_list&query=Python","Ведущий системный/серверный администратор","['Linux', 'Windows Server', 'MySQL', 'Samba', 'Postfix', 'Nginx', 'Администрирование серверов Linux', 'CRM Мегаплан', 'Mikrotik', 'Bash', 'Ubuntu', 'Администрирование', 'Системный администратор']","26 августа 2021","от 70 000 до 80 000 руб.","Инвестиционная компания ЛМС","3–6 лет"
"https://spb.hh.ru/vacancy/47402198?from=vacancy_search_list&query=Python","Инженер мониторинга / Dynatrace","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/43597374?from=vacancy_search_list&query=Python","Linux администратор","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47395276?from=vacancy_search_list&query=Python","Middle/Senior DevOps Engineer","['Английский\xa0— B2 — Средне-продвинутый', 'DevOps', 'AWS', 'Terraform', 'Ansible', 'GCP services', 'CI/CD', 'Zabbix']","26 августа 2021","з/п не указана","instinctools","3–6 лет"
"https://spb.hh.ru/vacancy/47413588?from=vacancy_search_list&query=Python","Developer Relations (DevRel)","['Английский\xa0— B1 — Средний']","26 августа 2021","з/п не указана","Quadcode","1–3 года"
"https://spb.hh.ru/vacancy/46491003?from=vacancy_search_list&query=Python","Web developer (Smart TV applications)","['JavaScript', 'Python', 'MySQL', 'Node.js', 'CSS', 'PHP+MySQL', 'webpack', 'npm', 'React JS', 'HTML5']","26 августа 2021","з/п не указана","LG Electronics Inc.","1–3 года"
"https://spb.hh.ru/vacancy/42430909?from=vacancy_search_list&query=Python","QA Engineer (Mobile)","['Scrum', 'Android', 'iOS', 'Android Studio', 'Xcode', 'Firebase', 'QA', 'Test case', 'Тестирование']","26 августа 2021","з/п не указана","Big Data Technologies","3–6 лет"
"https://spb.hh.ru/vacancy/43414420?from=vacancy_search_list&query=Python","Quant (HFT) Developer","['Python', 'SQL', 'C++', 'PostgreSQL', 'Математический анализ']","26 августа 2021","з/п не указана","Hi, Rockits!","3–6 лет"
"https://spb.hh.ru/vacancy/45229418?from=vacancy_search_list&query=Python","Software developer (Lua)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/45761066?from=vacancy_search_list&query=Python","Linux programmer","['Linux', 'make', 'Shell Scripting', 'Git', 'Разработка ПО']","26 августа 2021","з/п не указана","Syntacore","1–3 года"
"https://spb.hh.ru/vacancy/45936880?from=vacancy_search_list&query=Python","Senior Flutter Engineer","['Python', 'Flutter', 'Java', 'Dart']","26 августа 2021","з/п не указана","Haiku Dev","1–3 года"
"https://spb.hh.ru/vacancy/47385510?from=vacancy_search_list&query=Python","Junior/Middle python develope","['Python', 'Agile Project Management', 'Agile', 'Trello', 'Оптимизация кода']","25 августа 2021","з/п не указана","Цимберг Владимир Викторович","1–3 года"
"https://spb.hh.ru/vacancy/47019983?from=vacancy_search_list&query=Python","Аналитик","[]","26 августа 2021","от 100 000 руб.","ALEX fitness","1–3 года"
"https://spb.hh.ru/vacancy/47393057?from=vacancy_search_list&query=Python","Математик-алгоритмист","['MATLAB', 'Python', 'Математическое моделирование', 'Математическая статистика', 'C/C++', 'Аналитическое мышление', 'Статистический анализ', 'Анализ данных', 'Wolfram Matematica']","26 августа 2021","от 110 000 руб.","СПЕКТРОН, НПО","3–6 лет"
"https://spb.hh.ru/vacancy/46604163?from=vacancy_search_list&query=Python","DevSecOps Engineer (AWS, Remote)","['Английский\xa0— C1 — Продвинутый', 'AWS', 'Ansible', 'Python', 'Linux', 'Bash', 'Information Security', 'Devsecops', 'DevOps', 'Engineering', 'CI/CD', 'IaC', 'Terraform', 'CSPM', 'AWS Config', 'AWS Firewall Manager', 'AWS Detective', 'AWS GuardDuty', 'AWS WAF', 'Cloud Security', 'AWS Cloudformation']","25 августа 2021","от 4 500 USD","ClearScale","более 6 лет"
"https://spb.hh.ru/vacancy/47377221?from=vacancy_search_list&query=Python","Oracle developer","['SQL', 'PostgreSQL', 'Java', 'Git', 'Python']","25 августа 2021","з/п не указана","ЛАНИТ-ТЕРКОМ","3–6 лет"
"https://spb.hh.ru/vacancy/47380733?from=vacancy_search_list&query=Python","Программист","['Qt', 'STL', 'C/C++', 'C++', 'Python']","25 августа 2021","з/п не указана","Актив","1–3 года"
"https://spb.hh.ru/vacancy/47385154?from=vacancy_search_list&query=Python","Руководитель направления в отдел мониторинга и сопровождения ИС (Аналитик-технолог SQL)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/39307094?from=vacancy_search_list&query=Python","Data Scientist","['Python', 'Data Mining', 'SQL', 'Веб-аналитика', 'Git', 'Анализ данных']","25 августа 2021","з/п не указана","ЭдСервер","3–6 лет"
"https://spb.hh.ru/vacancy/43916144?from=vacancy_search_list&query=Python","Аналитик-эксперт Data Science","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47363333?from=vacancy_search_list&query=Python","Lead Machine Learning Engineer","['Python', 'Deep Learning', 'Machine Learning', 'Pytorch', 'Computer Vision']","25 августа 2021","от 250 000 руб.","Intellogic","1–3 года"
"https://spb.hh.ru/vacancy/47284636?from=vacancy_search_list&query=Python","Ведущий Data Engineer","['Английский\xa0— B1 — Средний', 'Python', 'Git', 'SQL', 'MS SQL', 'Kafka', 'ClickHouse', 'Docker']","25 августа 2021","з/п не указана","Ozon Express","1–3 года"
"https://spb.hh.ru/vacancy/46826484?from=vacancy_search_list&query=Python","QA Engineer (Middle)","['Python', 'SQL', 'Atlassian Jira', 'Функциональное тестирование', 'Аналитическое мышление', 'QA', 'Автоматизация тестирования', 'Agile', 'Check-list', 'Регрессионное тестирование', 'Тестирование пользовательского интерфейса', 'Тестирование', 'Тестирование API']","25 августа 2021","з/п не указана","Hype Auditor","1–3 года"
"https://spb.hh.ru/vacancy/44157502?from=vacancy_search_list&query=Python","Ведущий аналитик Data scientist (удалённо), Ozon Express","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47385823?from=vacancy_search_list&query=Python","Lead marketing data analyst (Analytics Team)","[]","[]","","[]",""
"https://spb.hh.ru/vacancy/47181903?from=vacancy_search_list&query=Python","Системный администратор","['PostgreSQL', 'Python', 'SQL', 'Linux', 'Zabbix', 'ansible', 'IPTables', 'Grafana']","25 августа 2021","от 50 000 руб.","the_covert","3–6 лет"
"https://spb.hh.ru/vacancy/46294330?from=vacancy_search_list&query=Python","Менеджер вебинаров\ менеджер по привлечению партнеров","['Английский язык', 'Грамотная речь', 'Деловая переписка', 'Тайм-менеджмент', 'Мотивация']","26 августа 2021","з/п не указана","Skyeng","1–3 года"
"https://spb.hh.ru/vacancy/47164121?from=vacancy_search_list&query=Python","Менеджер отдела заботы входящих коммуникаций","['Грамотная речь', 'Работа в команде', 'Обучение и развитие', 'Консультирование клиентов', 'Пользователь ПК', 'Грамотность', 'Дистанционное обучение', 'Ориентация на результат']","26 августа 2021","от 300 до 450 USD","Skyeng","1–3 года"
